year,make,model,hpv,Efficiency_km/L
2017,Lexus,NX 200t AWD F Sport,0,10.203448968
2017,Lexus,NX 300h AWD,0,13.179454917
2017,Mitsubishi,Outlander 4WD,0,11.053736382
2017,Mitsubishi,Outlander 4WD,0,9.778305261
2017,Mitsubishi,Outlander Sport 4WD,0,11.053736382
2017,Toyota,Sequoia 4WD FFV,0,5.952011897999999
2017,Infiniti,Q50 Hybrid,0,12.329167502999999
2017,Infiniti,Q50 Hybrid AWD,0,11.904023795999999
2017,Toyota,Avalon,0,10.203448968
2017,Toyota,Avalon Hybrid,0,17.00574828
2017,Nissan,Frontier 2WD,0,8.077730433
2017,Nissan,Frontier 2WD,0,8.928017847
2017,Nissan,Frontier 2WD,0,8.077730433
2017,Nissan,Frontier 2WD,0,8.077730433
2017,Nissan,Frontier 2WD FFV,0,7.652586726
2017,Nissan,Frontier 4WD,0,7.227443019
2017,Nissan,Frontier 4WD,0,7.652586726
2017,Nissan,Frontier 4WD FFV,0,7.227443019
2017,Jeep,Renegade 2WD,0,10.628592675
2017,Jeep,Renegade 4WD,0,10.203448968
2017,Toyota,Sequoia 2WD,0,6.377155605
2017,Mercedes-Benz,AMG G63,0,5.526868191
2017,Mercedes-Benz,AMG G65,0,5.101724484
2017,Toyota,Sequoia 4WD,0,5.952011897999999
2017,Mazda,3 4-Door,0,13.179454917
2017,Mazda,3 4-Door,0,13.604598624
2017,Mazda,3 4-Door,0,12.329167502999999
2017,Mazda,3 4-Door,0,12.75431121
2017,Mazda,3 4-Door,0,13.179454917
2017,Mercedes-Benz,S65 AMG Coupe,0,6.802299312
2017,Dodge,Challenger,0,9.778305261
2017,Dodge,Challenger,0,8.077730433
2017,Dodge,Challenger,0,7.652586726
2017,Dodge,Challenger,0,7.652586726
2017,Dodge,Challenger SRT,0,6.802299312
2017,Dodge,Challenger SRT,0,7.652586726
2017,Dodge,Challenger SRT,0,6.802299312
2017,Mazda,3 5-Door,96,13.179454917
2017,Mazda,3 5-Door,96,13.179454917
2017,Mazda,3 5-Door,96,11.904023795999999
2017,Mazda,3 5-Door,96,12.75431121
2017,Mazda,3 5-Door,96,12.75431121
2017,Subaru,Impreza 4-Door,0,13.604598624
2017,Subaru,Impreza Sport 4-Door,0,12.75431121
2017,Chrysler,300,0,9.778305261
2017,Chrysler,300 AWD,0,8.928017847
2017,Chrysler,300,0,8.077730433
2017,Dodge,Charger,0,9.778305261
2017,Dodge,Charger AWD,0,8.928017847
2017,Dodge,Charger,0,8.077730433
2017,Dodge,Charger,0,7.652586726
2017,Dodge,Charger SRT,0,6.802299312
2017,Dodge,Charger SRT,0,7.652586726
2017,Nissan,Juke,0,12.329167502999999
2017,Nissan,Juke,0,12.329167502999999
2017,Nissan,Juke AWD,0,11.904023795999999
2017,Nissan,Juke Nismo RS,0,11.904023795999999
2017,Nissan,Juke Nismo RS AWD,0,11.053736382
2017,Subaru,Impreza 5-Door,0,13.179454917
2017,Subaru,Impreza Sport 5-Door,0,12.75431121
2017,Mercedes-Benz,Metris (Passenger Van),0,9.353161554
2017,Mercedes-Benz,Metris (Cargo Van),0,9.353161554
2017,Lexus,IS 300 AWD,0,8.928017847
2017,Lexus,IS 350,0,9.353161554
2017,Lexus,IS 350 AWD,0,8.928017847
2017,Lexus,IS 200t,0,11.053736382
2017,Jaguar,XJ,0,7.652586726
2017,Jaguar,XJL,0,7.652586726
2017,Jaguar,XJ,0,8.928017847
2017,Jaguar,XJ AWD,0,8.50287414
2017,Jaguar,XJL AWD,0,8.50287414
2017,Jaguar,XJL,0,8.928017847
2017,Ford,Edge FWD,0,10.203448968
2017,Ford,Edge FWD,0,10.203448968
2017,Ford,Edge FWD,0,8.50287414
2017,Ford,Edge AWD,0,9.778305261
2017,Ford,Edge AWD,0,8.077730433
2017,Mercedes-Benz,AMG C63 S Convertible,0,8.077730433
2017,Mercedes-Benz,AMG C63 Convertible,0,8.077730433
2017,Mercedes-Benz,AMG C43 4matic Coupe,0,9.778305261
2017,Mercedes-Benz,AMG C43 4matic Convertible,0,9.353161554
2017,BMW,328d xDrive,0,14.454886038
2017,Mercedes-Benz,AMG C43 4matic,0,9.778305261
2017,Alfa Romeo,Giulia,0,8.50287414
2017,Infiniti,Q70,0,8.077730433
2017,Infiniti,Q70 AWD,0,7.652586726
2017,Infiniti,Q70 Hybrid,0,12.75431121
2017,Infiniti,Q70,0,8.928017847
2017,Infiniti,Q70 AWD,0,8.50287414
2017,Mercedes-Benz,AMG E43 4matic,0,8.928017847
2017,MINI,John Cooper Works Clubman All4,92,11.053736382
2017,BMW,328d xDrive Sports Wagon,0,14.454886038
2017,Kia,Soul,0,11.904023795999999
2017,Chevrolet,Colorado 2WD,0,9.353161554
2017,Chevrolet,Colorado 2WD,0,9.353161554
2017,Chevrolet,Colorado 2WD,0,10.628592675
2017,Chevrolet,Colorado 2WD,0,8.50287414
2017,GMC,Canyon 2WD,0,9.353161554
2017,GMC,Canyon 2WD,0,9.353161554
2017,GMC,Canyon 2WD,0,10.628592675
2017,GMC,Canyon 2WD,0,8.50287414
2017,Chevrolet,Colorado 4WD,0,8.928017847
2017,Chevrolet,Colorado 4WD,0,8.077730433
2017,Chevrolet,Colorado 4WD,0,9.778305261
2017,GMC,Canyon 4WD,0,8.928017847
2017,GMC,Canyon 4WD,0,8.077730433
2017,GMC,Canyon 4WD,0,9.778305261
2017,Chevrolet,Colorado Cab Chassis 2WD,0,6.377155605
2017,GMC,Canyon Cab Chassis 2WD,0,6.377155605
2017,Lincoln,MKX FWD,0,8.50287414
2017,Lincoln,MKX FWD,0,8.50287414
2017,Nissan,Rogue FWD,0,12.329167502999999
2017,BMW,X4 xDrive28i,0,9.778305261
2017,Ford,Edge AWD,0,8.50287414
2017,Lincoln,MKX AWD,0,8.077730433
2017,Lincoln,MKX AWD,0,8.077730433
2017,Mercedes-Benz,AMG GLC43 4matic Coupe,0,8.50287414
2017,Nissan,Rogue AWD,0,11.478880088999999
2017,Audi,Q7,0,9.353161554
2017,Kia,Optima Plug-in Hybrid,0,17.00574828
2017,Alfa Romeo,4C,0,11.904023795999999
2017,Lamborghini,Aventador Roadster LP740-4,0,5.101724484
2017,Lamborghini,Aventador Coupe LP740-4,0,5.101724484
2017,Dodge,Challenger,0,7.227443019
2017,Dodge,Challenger SRT,0,7.227443019
2017,Volvo,V90 CC AWD,0,10.628592675
2017,Lincoln,MKT Livery AWD,0,7.652586726
2017,Toyota,Highlander,0,9.353161554
2017,Toyota,Highlander LE/XLE/SE/LTD,0,9.778305261
2017,Toyota,Highlander,0,9.778305261
2017,Mercedes-Benz,AMG GLC43 4matic,0,8.50287414
2017,Ford,Flex FWD,0,8.077730433
2017,Lincoln,MKT FWD,0,8.077730433
2017,Ford,Flex AWD,0,7.652586726
2017,Ford,Flex AWD,0,7.227443019
2017,Lincoln,MKT AWD,0,7.227443019
2017,Toyota,Highlander AWD,0,9.353161554
2017,Toyota,Highlander AWD,0,9.353161554
2017,Toyota,Highlander Hybrid AWD,0,11.904023795999999
2017,Toyota,Highlander Hybrid AWD LE Plus,0,12.329167502999999
2017,Toyota,Highlander AWD LE,0,9.778305261
2017,Nissan,Leaf,92,47.616095183999995
2017,BMW,328d,0,15.305173452
2017,MINI,John Cooper Works Clubman All4,92,10.203448968
2017,Hyundai,Ioniq Electric,0,57.819544152
2017,Porsche,911 Carrera GTS,0,8.928017847
2017,Porsche,911 Carrera GTS,0,9.778305261
2017,Porsche,911 Carrera GTS Cabriolet,0,8.928017847
2017,Porsche,911 Carrera GTS Cabriolet,0,9.353161554
2017,Porsche,911 Carrera 4 GTS,0,8.928017847
2017,Porsche,911 Carrera 4 GTS,0,9.353161554
2017,Porsche,911 Carrera 4 GTS Cabriolet,0,8.928017847
2017,Porsche,911 Carrera 4 GTS Cabriolet,0,9.353161554
2017,Porsche,911 Targa 4 GTS,0,8.928017847
2017,Porsche,911 Targa 4 GTS,0,9.353161554
2017,Chevrolet,Spark ACTIV,0,14.029742331
2017,Chevrolet,Spark ACTIV,0,13.604598624
2017,Chrysler,300 AWD,0,8.928017847
2017,Dodge,Charger AWD,0,8.928017847
2017,Honda,Pilot FWD,0,9.778305261
2017,Honda,Pilot FWD,0,9.353161554
2017,Honda,CR-V FWD,0,11.904023795999999
2017,Honda,CR-V FWD,0,12.75431121
2017,Honda,Pilot AWD,0,9.353161554
2017,Honda,Pilot AWD,0,8.928017847
2017,Honda,CR-V AWD,0,11.478880088999999
2017,Honda,CR-V AWD,0,12.329167502999999
2017,Mercedes-Benz,GLC300 4matic Coupe,0,10.203448968
2017,Land Rover,Range Rover,0,6.802299312
2017,Land Rover,Range Rover LWB,0,6.802299312
2017,Land Rover,Range Rover Sport,0,6.802299312
2017,Mercedes-Benz,G550,0,5.526868191
2017,Mercedes-Benz,GLE550e 4matic,0,8.928017847
2017,Mercedes-Benz,S550e,0,11.053736382
2017,smart,fortwo coupe,0,14.880029745
2017,smart,fortwo coupe,0,14.454886038
2017,BMW,230i Coupe,0,11.904023795999999
2017,Ford,Fiesta FWD,85,13.179454917
2017,Ford,Fiesta FWD,85,12.75431121
2017,Ford,Fiesta SFE FWD,85,14.880029745
2017,Audi,A4 quattro,0,11.478880088999999
2017,Ford,Fiesta ST FWD,85,12.329167502999999
2017,Ford,Focus FWD,90,13.179454917
2017,Ford,Focus FWD,90,14.454886038
2017,Ford,Focus FWD,90,13.179454917
2017,Ford,Focus FWD,90,12.329167502999999
2017,Ford,Focus FWD,90,11.904023795999999
2017,Ford,Focus FWD FFV,91,13.179454917
2017,Ford,Focus FWD FFV,91,12.329167502999999
2017,Ford,Focus FWD FFV,91,11.904023795999999
2017,Ford,Focus ST FWD,90,10.628592675
2017,Ford,Taurus FWD,0,9.778305261
2017,Ford,Taurus AWD FFV,0,8.077730433
2017,Ford,Taurus FWD FFV,0,8.928017847
2017,Ford,Taurus AWD,0,8.077730433
2017,Ford,Taurus FWD,0,8.928017847
2017,Ford,Taurus AWD,0,8.077730433
2017,Hyundai,Ioniq,96,23.382903884999998
2017,Hyundai,Ioniq Blue,96,24.658335005999998
2017,Kia,Niro,0,20.832041643
2017,Nissan,Quest,0,9.353161554
2017,Mazda,CX-9 2WD,0,10.203448968
2017,Mazda,CX-9 4WD,0,9.778305261
2017,BMW,X5 xDrive 35d,0,10.628592675
2017,Chrysler,Pacifica Hybrid,0,13.604598624
2016,Volkswagen,Beetle Dune Convertible,0,11.478880088999999
2017,Chrysler,300,0,9.778305261
2017,Dodge,Charger,0,9.778305261
2017,Ford,C-MAX Hybrid FWD,0,17.00574828
2017,Kia,Niro Touring,0,18.281179401
2017,Kia,Niro FE,0,21.25718535
2017,Porsche,Macan Turbo Kit,0,8.077730433
2016,Mercedes-Benz,C350e,0,12.75431121
2016,Tesla,Model X AWD - P100D,94,36.562358802
2017,MINI,Cooper Countryman All4,97,11.053736382
2017,BMW,M760i xDrive,0,6.802299312
2017,Land Rover,Range Rover,0,8.077730433
2017,Land Rover,Range Rover Sport,0,8.077730433
2017,Ford,Focus Electric,91,45.490376649
2017,Ford,C-MAX Energi Plug-In Hybrid,0,16.580604573
2017,Ford,GT,0,5.952011897999999
2017,Toyota,Prius c,87,19.556610522
2017,Honda,Odyssey,0,9.353161554
2017,Nissan,Rogue Hybrid  FWD,0,14.454886038
2017,Nissan,Rogue Hybrid  AWD,0,14.029742331
2017,Toyota,4Runner 2WD,0,7.652586726
2017,Toyota,4Runner 4WD,0,7.652586726
2017,Toyota,4Runner 4WD,0,7.652586726
2017,Alfa Romeo,Giulia,0,11.478880088999999
2017,Alfa Romeo,Giulia AWD,0,11.053736382
2017,Nissan,Sentra Nismo,0,11.478880088999999
2017,Nissan,Sentra Nismo,0,11.478880088999999
2017,Land Rover,Range Rover,0,10.203448968
2017,Land Rover,Range Rover Sport,0,10.203448968
2017,Volkswagen,Golf Alltrack,0,11.053736382
2017,Volkswagen,Golf SportWagen 4motion,0,11.053736382
2017,Tesla,Model S AWD - 60D,94,44.214945528
2017,Tesla,Model S AWD - 75D,94,43.789801821
2017,Tesla,Model S AWD - P100D,94,41.664083286
2017,Tesla,Model X AWD - 60D,0,39.538364750999996
2017,Tesla,Model X AWD - 75D,0,39.538364750999996
2017,Tesla,Model X AWD - 90D,0,39.113221044
2017,Tesla,Model X AWD - P90D,0,37.837789922999995
2017,Tesla,Model X AWD - P100D,0,36.562358802
2017,Toyota,Prius Prime,91,22.957760177999997
2017,Chevrolet,Camaro,0,6.377155605
2017,Dodge,Challenger GT,0,8.928017847
2017,Jeep,New Compass 4WD,0,10.628592675
2017,Mercedes-Benz,AMG GLE43 4matic,0,8.50287414
2017,Mercedes-Benz,G550 4x4 (Special Off-Road Model),0,4.676580777
2017,Tesla,Model S AWD - P90D,94,40.388652164999996
2017,Subaru,Impreza 4-Door,0,11.478880088999999
2017,Subaru,Impreza Sport 4-Door,0,11.053736382
2017,Subaru,Impreza 5-Door,0,11.053736382
2017,Subaru,Impreza Sport 5-Door,0,10.628592675
2017,Chrysler,Pacifica,0,9.353161554
2017,BMW,530i,0,11.478880088999999
2017,BMW,530i xDrive,0,11.478880088999999
2017,BMW,540i,0,10.203448968
2017,BMW,540i xDrive,0,9.778305261
2017,Mitsubishi,Outlander Sport 2WD,0,10.628592675
2017,Mitsubishi,Outlander Sport 4WD,0,10.203448968
2017,Volkswagen,e-Golf,91,50.592101133
2017,Jeep,New Compass 2WD,0,10.628592675
2018,Chevrolet,Equinox FWD,0,11.904023795999999
2018,Chevrolet,Equinox AWD,0,11.053736382
2017,Chevrolet,Cruze,0,15.730317159
2017,Chevrolet,Cruze,0,15.730317159
2017,MINI,Cooper S Countryman,97,11.478880088999999
2017,Nissan,NV200 NYC Taxi,0,10.203448968
2017,Tesla,Model S (60 kW-hr battery pack),94,42.089226993
2017,Tesla,Model S (75 kW-hr battery pack),94,41.664083286
2017,MINI,Cooper Countryman,97,11.904023795999999
2017,MINI,Cooper Countryman,97,11.904023795999999
2017,MINI,Cooper Countryman All4,97,10.628592675
2017,MINI,Cooper S Countryman All4,97,11.053736382
2017,MINI,Cooper S Countryman All4,97,10.203448968
2017,Roush Performance,F150 Pickup 2WD,0,5.526868191
2017,Roush Performance,F150 Pickup 4WD,0,5.526868191
2017,Mazda,CX-5 2WD,0,11.478880088999999
2017,Acura,MDX Hybrid AWD,0,11.478880088999999
2017,Mazda,CX-5 4WD,0,11.053736382
2017,Tesla,Model S AWD - 90D,94,44.214945528
2018,Audi,A5 Cabriolet quattro,0,11.478880088999999
2018,Audi,A5 quattro,0,11.478880088999999
2018,Audi,A4 quattro,0,11.478880088999999
2018,Audi,A4 quattro,0,11.478880088999999
2018,Subaru,WRX,0,9.778305261
2018,Subaru,WRX,0,8.928017847
2018,Audi,A5 Sportback quattro,91,11.478880088999999
2018,Genesis,G80 AWD,0,8.50287414
2018,Genesis,G80 RWD,0,9.353161554
2018,Audi,Q5,0,10.628592675
2018,Audi,A5 quattro,0,11.478880088999999
2018,Audi,S5,0,10.203448968
2018,Audi,S5 Cabriolet,0,9.778305261
2018,Audi,S4,0,10.203448968
2018,Audi,S5 Sportback,91,10.203448968
2018,Genesis,G80 AWD,0,8.50287414
2018,Genesis,G80 RWD,0,8.50287414
2018,Audi,SQ5,0,8.928017847
2017,Mercedes-Benz,E400 4matic (station wagon),0,8.928017847
2017,Jeep,New Compass 2WD,0,11.053736382
2017,Jeep,New Compass 4WD,0,10.628592675
2017,BYD,e6,88,30.610346904
2018,Bentley,Bentayga,0,6.377155605
2017,Porsche,Panamera,0,10.203448968
2017,Porsche,Panamera 4,0,9.778305261
2017,Porsche,Panamera 4 Executive,0,9.778305261
2017,Porsche,Panamera 4S,0,9.778305261
2017,Porsche,Panamera 4S Executive,0,9.778305261
2017,Porsche,Panamera Turbo,0,8.928017847
2017,Porsche,Panamera Turbo Executive,0,8.928017847
2018,BMW,430i Convertible,0,11.478880088999999
2018,BMW,430i xDrive Convertible,0,11.053736382
2018,BMW,440i Convertible,0,10.203448968
2018,BMW,440i xDrive Convertible,0,9.778305261
2018,BMW,M4 Convertible,0,8.50287414
2018,BMW,M4 Convertible,0,8.077730433
2018,BMW,640i Convertible,0,9.778305261
2018,BMW,640i xDrive Convertible,0,9.353161554
2018,BMW,650i Convertible,0,8.50287414
2018,BMW,650i xDrive Convertible,0,8.077730433
2018,BMW,M6 Convertible,0,7.227443019
2018,BMW,M6 Convertible,0,6.802299312
2018,BMW,430i Coupe,0,11.478880088999999
2018,BMW,430i Coupe,0,10.628592675
2018,BMW,430i xDrive Coupe,0,11.478880088999999
2018,BMW,430i Gran Coupe,0,11.478880088999999
2018,BMW,430i xDrive Gran Coupe,0,11.478880088999999
2018,BMW,440i Coupe,0,10.628592675
2018,BMW,440i xDrive Coupe,0,10.628592675
2018,BMW,440i xDrive Coupe,0,9.778305261
2018,BMW,440i Gran Coupe,0,10.628592675
2018,BMW,440i xDrive Gran Coupe,0,10.628592675
2018,BMW,M4 Coupe,0,8.50287414
2018,BMW,M4 Coupe,0,8.50287414
2018,BMW,640i Gran Coupe,0,9.778305261
2018,BMW,640i xDrive Gran Coupe,0,9.353161554
2018,BMW,650i Gran Coupe,0,8.50287414
2018,BMW,650i xDrive Gran Coupe,0,8.077730433
2018,BMW,Alpina B6 xDrive Gran Coupe,0,8.077730433
2018,BMW,M6 Gran Coupe,0,7.227443019
2018,BMW,M6 Gran Coupe,0,6.802299312
2018,BMW,M550i xDrive,0,8.077730433
2018,BMW,740i,0,10.203448968
2018,BMW,740i xDrive,0,9.778305261
2018,BMW,750i,0,8.50287414
2018,BMW,750i xDrive,0,8.077730433
2018,BMW,Alpina B7 xDrive,0,8.077730433
2018,BMW,X4 xDrive28i,0,9.778305261
2018,BMW,X4 M40i,0,8.928017847
2017,Chevrolet,Colorado ZR2 4WD,0,7.227443019
2017,Tesla,Model S AWD - 100D,94,43.364658114
2018,Subaru,WRX,0,8.077730433
2018,MINI,JCW Countryman All4,97,10.628592675
2018,MINI,JCW Countryman All4,97,10.203448968
2018,Cadillac,CT6 AWD,0,8.928017847
2018,Subaru,Forester AWD,0,10.203448968
2018,Subaru,Forester AWD,0,11.904023795999999
2018,Subaru,Forester AWD,0,10.628592675
2017,Nissan,Rogue Sport FWD,0,11.904023795999999
2017,Nissan,Rogue Sport AWD,0,11.478880088999999
2017,Cadillac,CT6 Plug-In,0,11.053736382
2018,Jaguar,F-Type Coupe,0,9.778305261
2018,Jaguar,F-Type Convertible,0,9.778305261
2018,Jaguar,F-Type S AWD Coupe,0,8.928017847
2018,Jaguar,F-Type S AWD Convertible,0,8.928017847
2018,Jaguar,F-Type Coupe,0,8.077730433
2018,Jaguar,F-Type Convertible,0,8.077730433
2018,Jaguar,F-Type S Coupe,0,7.652586726
2018,Jaguar,F-Type S Convertible,0,7.652586726
2018,Jaguar,XE,0,10.203448968
2018,Jaguar,XE AWD,0,9.778305261
2018,Jaguar,XF,0,9.778305261
2018,Jaguar,XF AWD,0,9.778305261
2018,Hyundai,Sonata,0,11.904023795999999
2018,Hyundai,Sonata SE,0,12.329167502999999
2018,Hyundai,Santa Fe Sport FWD,0,9.778305261
2018,Hyundai,Santa Fe Sport AWD,0,9.353161554
2018,Jaguar,F-Pace,0,8.50287414
2018,Ferrari,488 GTB,0,7.652586726
2018,Ferrari,488 GTB,0,7.652586726
2018,Ferrari,488 Spider,0,7.652586726
2018,Ferrari,488 Spider,0,7.652586726
2018,Jaguar,F-Type S Coupe,0,9.353161554
2018,Jaguar,F-Type S Convertible,0,9.353161554
2018,Ferrari,GTC4Lusso,69,5.526868191
2018,Ferrari,California T,0,7.652586726
2018,Ferrari,California T,0,8.077730433
2018,Lexus,LC 500h,0,12.75431121
2018,Lexus,LC 500,0,8.077730433
2018,Toyota,C-HR,84,12.329167502999999
2018,Hyundai,Elantra,0,13.604598624
2018,Hyundai,Elantra,0,12.329167502999999
2018,Hyundai,Elantra SE,0,14.029742331
2018,Genesis,G80 AWD,0,7.652586726
2018,Genesis,G80 RWD,0,8.077730433
2018,Chevrolet,Equinox FWD,0,10.628592675
2018,GMC,Terrain FWD,0,10.203448968
2018,Hyundai,Santa Fe Sport FWD,0,10.203448968
2018,Hyundai,Santa Fe Sport Ultimate FWD,0,9.778305261
2018,Kia,Sorento FWD,0,10.203448968
2018,Chevrolet,Equinox AWD,0,10.203448968
2018,GMC,Terrain AWD,0,9.778305261
2018,Hyundai,Santa Fe Sport AWD,0,9.353161554
2018,Kia,Sorento AWD,0,9.353161554
2018,Subaru,Crosstrek AWD,0,10.628592675
2018,Subaru,Crosstrek AWD,0,12.329167502999999
2017,Honda,Civic 5Dr - Type R,97,10.628592675
2017,Chevrolet,Colorado ZR2 4WD,0,8.50287414
2016,Mobility Ventures LLC,MV-1,0,6.802299312
2018,Ferrari,812 Superfast,0,5.526868191
2018,Ferrari,GTC4Lusso T,69,7.227443019
2018,Infiniti,QX30,89,11.478880088999999
2018,Infiniti,QX30 AWD,89,10.628592675
2018,Cadillac,CTS,0,10.628592675
2018,Kia,Optima,0,10.628592675
2018,Kia,Optima,0,11.904023795999999
2018,Kia,Optima FE,0,12.329167502999999
2018,Hyundai,Santa Fe Sport Ultimate AWD,0,8.928017847
2018,Jaguar,F-Type R AWD Coupe,0,7.652586726
2018,Nissan,370Z Roadster,0,8.928017847
2018,Nissan,370Z Roadster,0,8.50287414
2018,Audi,A6 quattro,0,11.053736382
2018,Audi,A6,0,11.904023795999999
2017,Land Rover,Discovery,0,7.652586726
2017,Land Rover,Discovery,0,9.778305261
2018,Audi,Q3 quattro,84,9.778305261
2018,Audi,Q3,84,9.778305261
2018,BMW,M760i xDrive,0,6.802299312
2018,Hyundai,Sonata,0,11.053736382
2018,Kia,Sorento FWD,0,9.778305261
2018,Kia,Sportage FE FWD,0,11.053736382
2018,Kia,Sportage FWD,0,9.778305261
2018,Volkswagen,Atlas,0,8.50287414
2018,Alfa Romeo,Stelvio AWD,0,10.203448968
2018,Kia,Sportage AWD,0,9.778305261
2018,Kia,Sorento AWD,0,9.353161554
2018,Kia,Sportage FE AWD,0,9.353161554
2018,Kia,Sportage AWD,0,8.928017847
2018,Volkswagen,Atlas 4motion,0,8.077730433
2018,Nissan,370Z,0,9.353161554
2018,Nissan,370Z,0,8.928017847
2018,Maserati,GranTurismo,0,6.802299312
2018,Maserati,GranTurismo Convertible,0,6.377155605
2018,Mercedes-Benz,CLA250 4matic,0,11.478880088999999
2018,Mercedes-Benz,CLA250 4matic,0,11.478880088999999
2018,Mercedes-Benz,CLA250,0,12.329167502999999
2018,Maserati,Ghibli V6 SQ4 AWD,0,8.077730433
2018,Maserati,Ghibli  V6 RWD,0,8.077730433
2018,Maserati,Ghibli  S RWD,0,8.077730433
2018,Maserati,Quattroporte V8,0,7.227443019
2018,Maserati,Quattroporte SQ4 V6,0,7.652586726
2018,Maserati,Quattroporte S,0,7.652586726
2018,Mercedes-Benz,GLA250,0,11.478880088999999
2018,Hyundai,Santa Fe FWD,0,8.928017847
2018,Hyundai,Santa Fe Ultimate FWD,0,8.50287414
2018,Kia,Sorento FWD,0,8.50287414
2018,Kia,Sportage FWD,0,10.628592675
2018,Hyundai,Santa Fe AWD,0,8.50287414
2018,Hyundai,Santa Fe Ultimate AWD,0,8.077730433
2018,Kia,Sorento FE AWD,0,8.928017847
2018,Kia,Sorento AWD,0,8.077730433
2018,Maserati,Levante S,0,6.802299312
2018,Maserati,Levante,0,6.802299312
2018,BMW,530e,0,12.329167502999999
2018,BMW,530e xDrive,0,11.904023795999999
2018,Acura,TLX FWD,0,11.478880088999999
2018,Acura,TLX FWD,0,10.203448968
2018,Acura,TLX FWD A-SPEC,0,9.778305261
2018,Acura,TLX AWD,0,10.203448968
2018,Acura,TLX AWD A-SPEC,0,9.778305261
2018,Volvo,S60 Polestar AWD,0,9.353161554
2018,Audi,allroad quattro,0,10.628592675
2018,Volvo,V60 Polestar AWD,0,9.353161554
2018,Honda,Odyssey,0,9.353161554
2018,Honda,Odyssey,0,9.353161554
2018,Acura,RDX FWD,0,9.778305261
2018,Acura,RDX AWD,0,9.353161554
2018,Mercedes-Benz,GLA250 4matic,0,11.053736382
2018,Mercedes-Benz,GLA250 4matic,0,11.053736382
2018,BMW,740e xDrive,0,11.478880088999999
2017,Honda,Civic Si 2Dr,0,13.604598624
2017,Honda,Civic Si 4Dr,0,13.604598624
2018,Audi,RS 3,0,9.353161554
2018,Audi,TT RS,0,9.353161554
2018,Audi,A3,0,12.329167502999999
2018,Audi,A3 Cabriolet,0,11.904023795999999
2018,Mercedes-Benz,AMG CLA45 4matic,0,11.053736382
2018,Toyota,Yaris,85,13.604598624
2018,Toyota,Yaris,85,14.029742331
2018,Volvo,S60 Inscription FWD,0,12.329167502999999
2018,Volvo,S60 FWD,0,12.329167502999999
2018,Volvo,S60 AWD,0,11.053736382
2018,Volvo,S60 Inscription AWD,0,11.053736382
2018,Volvo,S60 AWD,0,11.053736382
2018,Volvo,S60 CC AWD,0,10.628592675
2018,Toyota,Avalon Hybrid,0,17.00574828
2018,Toyota,Avalon,0,10.203448968
2018,Volvo,S90 FWD,0,11.478880088999999
2018,Volvo,S90 AWD,0,10.628592675
2018,Volvo,S90 AWD,0,11.053736382
2018,Hyundai,Elantra GT,97,11.478880088999999
2018,Hyundai,Elantra GT,97,11.053736382
2018,Volvo,V60 FWD,0,12.329167502999999
2018,Volvo,V60 AWD,0,11.053736382
2018,Volvo,V60 CC AWD,0,10.628592675
2018,Volvo,V60 AWD,0,11.053736382
2018,Mercedes-Benz,AMG GLA45 4matic,0,10.628592675
2018,Volvo,V90 FWD,0,11.478880088999999
2018,Volvo,V90 AWD,0,10.628592675
2018,Volvo,V90 CC AWD,0,10.628592675
2018,Volvo,V90 CC AWD,0,11.053736382
2018,Kia,Sedona,0,8.50287414
2018,Kia,Sedona SX,0,8.928017847
2018,Kia,Sedona SXL,0,8.077730433
2018,Volkswagen,Tiguan,0,10.203448968
2018,Volvo,XC60 AWD,0,10.203448968
2018,Volvo,XC60 AWD,0,9.778305261
2018,Volvo,XC90 FWD,0,10.628592675
2018,Audi,Q7,0,8.928017847
2018,Volvo,XC90 AWD,0,9.778305261
2018,Chevrolet,Corvette,0,6.802299312
2018,Chevrolet,Corvette,0,8.077730433
2018,Chevrolet,Corvette,0,7.652586726
2018,Chevrolet,Corvette,0,7.652586726
2018,Chevrolet,Camaro,0,9.778305261
2018,Chevrolet,Camaro,0,6.802299312
2018,Chevrolet,Camaro,0,8.077730433
2018,Chevrolet,Camaro,0,8.50287414
2018,Chevrolet,Camaro,0,6.377155605
2018,Chevrolet,Camaro,0,10.628592675
2018,Chevrolet,Camaro,0,9.778305261
2018,Jaguar,XE,0,11.904023795999999
2018,Chevrolet,Impala,0,10.628592675
2018,Chevrolet,Impala,0,9.353161554
2018,Chevrolet,Impala,0,9.353161554
2018,Genesis,G90 AWD,0,8.50287414
2018,Genesis,G90 RWD,0,8.50287414
2018,Genesis,G90 AWD,0,7.652586726
2018,Genesis,G90 RWD,0,8.077730433
2018,Kia,Soul,0,11.478880088999999
2018,Ford,Transit Connect Van FFV,0,9.778305261
2018,Ford,Transit Connect Wagon LWB FFV,0,9.353161554
2018,Ford,Transit Connect Wagon FFV,0,9.353161554
2018,Ford,Transit Connect Van 2WD,0,9.778305261
2018,Ford,Transit Connect Wagon LWB FWD,0,9.353161554
2018,Ford,Transit Connect Wagon FWD,0,9.353161554
2018,Jaguar,F-Pace,0,10.203448968
2018,Volkswagen,Tiguan 4motion,0,9.778305261
2018,Volvo,XC90 AWD,0,10.203448968
2017,Mercedes-Benz,Maybach S650 Convertible,0,6.802299312
2018,Lamborghini,Aventador S Coupe,0,5.101724484
2018,Lamborghini,Aventador Coupe,0,5.101724484
